1.00000       1272.0    311.00    57.000    74.000    82.000
1.00000      1326.00   215.000   334.000   341.000   3764.00
1.00000      397.000   413.000   501.000   531.000   542.000
1.00000      5711.00   646.000   6717.00   6985.00   7081.00
1.00000      727.000   7315.00   968.000  101650.0  102213.0
2.00000       1279.0    37.000    55.000    83.000   1323.00
2.00000      214.000   331.000   361.000   3791.00   3914.00
2.00000      414.000   531.000   561.000   578.000   643.000
2.00000      6718.00   6997.00   7097.00   7215.00   7319.00
2.00000      967.000  101698.0  102220.0
3.00000       1417.0    312.00    56.000    73.000    83.000
3.00000       94.000   1324.00   212.000   221.000   331.000
3.00000      363.000   3797.00   3924.00   4124.00   531.000
3.00000      541.000   571.000   6712.00   6994.00   7059.00
3.00000      728.000   7313.00   902.000   9610.00  101822.0
3.00000     102173.0
4.00000       1342.0    39.000    52.000    84.000   1327.00
4.00000      217.000   222.000   333.000   341.000   365.000
4.00000      3793.00   3915.00   4111.00   571.000   641.000
4.00000      6719.00   6995.00   7058.00   728.000   7310.00
4.00000      9615.00  101728.0  102168.0
5.00000       1400.0    36.000    55.000    84.000    93.000
5.00000      1332.00   214.000   243.000   333.000   362.000
5.00000      3764.00   396.000   4110.00   543.000   571.000
5.00000      6717.00   6993.00   7088.00   726.000   737.000
5.00000      967.000  101761.0  102139.0
6.00000       1296.0    35.000    56.000    83.000   1327.00
6.00000      213.000   334.000   362.000   3765.00   395.000
6.00000      4114.00   441.000   502.000   532.000   542.000
6.00000      6724.00   6983.00   7063.00   727.000   734.000
6.00000      741.000   966.000  101625.0  102288.0
7.00000       1332.0    312.00    54.000    85.000    93.000
7.00000      1324.00   215.000   338.000   364.000   3775.00
7.00000      3913.00   4111.00   533.000   542.000   573.000
7.00000      6716.00   69109.0   7093.00   722.000   737.000
7.00000      9610.00  101741.0  102135.0
8.00000       1430.0    315.00    54.000    85.000    92.000
8.00000      1328.00   216.000   221.000   333.000   365.000
8.00000      3776.00   3916.00   401.000   4118.00   443.000
8.00000      532.000   6720.00   6999.00   7074.00
8.00000      711.000   723.000   733.000   911.000   969.000
8.00000     101821.0  102156.0
10.0000       1337.0    39.000    54.000    94.000   101.000
10.0000      1325.00   215.000   336.000   365.000   3783.00
10.0000      3915.00   4110.00   535.000   571.000   631.000
10.0000      6723.00   69114.0   7076.00   729.000   736.000
10.0000      741.000   968.000  101749.0  102195.0
12.0000       1306.0    39.000    51.000    81.000    91.000
12.0000      137.000   212.000   222.000   331.000   363.000
12.0000      3767.00   3912.00   419.000   544.000   6711.00
12.0000      69106.0   7077.00   711.000   726.000   732.000
12.0000      761.000   967.000  101638.0  102136.0
14.0000       1313.0    314.00    54.000    87.000    92.000
14.0000      1321.00   213.000   334.000   362.000   3767.00
14.0000      398.000   402.000   4111.00   501.000   531.000
14.0000      543.000   621.000   6716.00   69101.0   7070.00
14.0000      711.000   724.000   7315.00   913.000   967.000
14.0000     101682.0  102127.0
15.0000       1338.0    312.00    51.000    84.000    91.000
15.0000      1311.00   227.000   261.000   338.000   3775.00
15.0000      3914.00   4118.00   421.000   503.000   521.000
15.0000      531.000   551.000   679.000   69111.0   7060.00
15.0000      732.000   966.000   974.000  101670.0  102171.0
16.0000       1364.0    319.00    54.000    82.000    93.000
16.0000      1320.00   215.000   338.000   363.000   3798.00
16.0000      3911.00   402.000   416.000   501.000   6715.00
16.0000      6995.00   7076.00   711.000   724.000   736.000
16.0000      901.000   967.000  101753.0  102194.0
18.0000       1427.0    311.00    53.000    88.000    92.000
18.0000      1324.00   218.000   241.000   336.000   362.000
18.0000      3755.00   3912.00   4110.00   501.000   532.000
18.0000      542.000   6717.00   69107.0   7080.00   723.000
18.0000      7310.00   901.000   968.000  101800.0  102188.0
20.0000       1349.0    317.00    55.000    87.000    92.000
20.0000      1312.00   227.000   331.000   362.000   3771.00
20.0000      396.000   418.000   421.000   501.000   532.000
20.0000      6714.00   69108.0   7068.00   965.000  101673.0
20.0000     102274.0
25.0000       1389.0    310.00    56.000    87.000    91.000
25.0000      1313.00   223.000   334.000   361.000   3751.00
25.0000      396.000   4115.00   505.000   521.000   675.000
25.0000      69106.0   7068.00   711.000   966.000  101697.0
25.0000     102386.0
28.0000       1283.0    312.00    59.000    82.000   111.000
28.0000      1326.00   217.000   332.000   361.000   3751.00
28.0000      3912.00   401.000   416.000   501.000   531.000
28.0000      6716.00   69105.0   7050.00   712.000   726.000
28.0000      9610.00  101603.0  102188.0
30.0000       1368.0    315.00    52.000    82.000    95.000
30.0000      1319.00   211.000   227.000   334.000   365.000
30.0000      3759.00   3912.00   418.000   511.000   534.000
30.0000      6722.00   69149.0   7071.00   736.000   911.000
30.0000      961.000   972.000  101763.0  102604.0
34.0000       1310.0    37.000    512.00    83.000    96.000
34.0000      1320.00   215.000   333.000   341.000   365.000
34.0000      3750.00   394.000   417.000   6724.00   6992.00
34.0000      7074.00   711.000   724.000   735.000   911.000
34.0000      965.000  101640.0  102200.0
40.0000       1298.0    313.00    58.000    73.000    84.000
40.0000      1322.00   216.000   221.000   332.000   361.000
40.0000      3751.00   394.000   414.000   6718.00   69100.0
40.0000      7065.00   711.000   723.000   738.000   911.000
40.0000      9612.00  101625.0  102269.0
45.0000       1287.0    321.00    54.000    82.000    92.000
45.0000      1311.00   223.000   335.000   361.000   3752.00
45.0000      3917.00   414.000   422.000   676.000   6979.00
45.0000      7092.00   711.000   736.000   964.000   971.000
45.0000     101600.0  102316.0


